"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","2","API Validation errors on registration","FinMate Backend","2026-08-03","passed","2026-08-03","TestRegister","Integration Tests","",""
"","187","Fail registration if user already exists (Conflict)","FinMate Backend","2026-08-03","passed","2026-08-03","TestRegister","Integration Tests","",""
"","11","API Validation errors on transaction update","FinMate Backend","2026-08-03","passed","2026-08-03","TestUpdateTransactions","Integration Tests","",""
"","2","API Validation errors on registration","FinMate Backend","2026-08-03","passed","2026-08-03","TestRegister","Integration Tests","",""
"","3","Fail to create budget if user reached limit","FinMate Backend","2026-08-03","passed","2026-08-03","TestCreateBudget","Unit Tests","",""
"","2","Validation errors on invalid category update","FinMate Backend","2026-08-03","passed","2026-08-03","TestUpdateCategory","Unit Tests","",""
"Validation error for invalid input data during transaction update","1","Validation errors on invalid transaction fields during update","FinMate Backend","2026-08-03","passed","2026-08-03","TestUpdateTransaction","Unit Tests","",""
"","2","Login fails with incorrect password","FinMate Backend","2026-08-03","passed","2026-08-03","TestLoginUser","Unit Tests","",""
"","2","Return 400 Bad Request if report has FAILED status","FinMate Backend","2026-08-03","passed","2026-08-03","TestGetReportStatus","Unit Tests","",""
"","2","test_key_builder_exception_handled","FinMate Backend","2026-08-03","passed","2026-08-03","TestRedisCacheDecorator","Unit Tests","",""
"","5","Successfully change user currency","FinMate Backend","2026-08-03","passed","2026-08-03","TestChangeCurrency","Integration Tests","",""
"Validation error for invalid input data","1","Validation errors on invalid transaction payloads","FinMate Backend","2026-08-03","passed","2026-08-03","TestCreateTransaction","Unit Tests","",""
"","1","Fail to delete transaction without authorization","FinMate Backend","2026-08-03","passed","2026-08-03","TestDeleteTransactions","Integration Tests","",""
"","2","Login fails when user is not found in DB","FinMate Backend","2026-08-03","passed","2026-08-03","TestLoginUser","Unit Tests","",""
"","3","Fail to delete category with related transactions","FinMate Backend","2026-08-03","passed","2026-08-03","TestDeleteCategory","Unit Tests","",""
"","2","Fail to create transaction without authorization","FinMate Backend","2026-08-03","passed","2026-08-03","TestCreateTransactions","Integration Tests","",""
"","4","Fail to update non-existent category (404 Not Found)","FinMate Backend","2026-08-03","passed","2026-08-03","TestUpdateCategory","Integration Tests","",""
"Test validation schema with no valid fields","1","Validation errors on invalid profile fields","FinMate Backend","2026-08-03","passed","2026-08-03","TestProfileUpdate","Unit Tests","",""
"Test validation schema with empty fields","1","Fail to update if payload contains empty/None fields","FinMate Backend","2026-08-03","passed","2026-08-03","TestProfileUpdate","Unit Tests","",""
"Test successful user update","3","Successfully update valid user fields","FinMate Backend","2026-08-03","passed","2026-08-03","TestProfileUpdate","Unit Tests","",""
"Test validation schema with no valid fields","1","Validation errors on invalid profile fields","FinMate Backend","2026-08-03","passed","2026-08-03","TestProfileUpdate","Unit Tests","",""
"","1","Validation fails on invalid date payloads","FinMate Backend","2026-08-03","passed","2026-08-03","TestGeneratePDFReport","Unit Tests","",""
"","2","Refresh fails if user no longer exists","FinMate Backend","2026-08-03","passed","2026-08-03","TestRefreshAccessToken","Unit Tests","",""
"","1","Validation errors on invalid category update","FinMate Backend","2026-08-03","passed","2026-08-03","TestUpdateCategory","Unit Tests","",""
"","1","Fail to create category without authorization","FinMate Backend","2026-08-03","passed","2026-08-03","TestCreateCategory","Integration Tests","",""
"","4","Fail refresh without refresh cookie","FinMate Backend","2026-08-03","passed","2026-08-03","TestRefreshAccessToken","Integration Tests","",""
"","1","Validation fails on invalid date payloads","FinMate Backend","2026-08-03","passed","2026-08-03","TestGeneratePDFReport","Unit Tests","",""
"","2","Return existing processed report if requested again","FinMate Backend","2026-08-03","passed","2026-08-03","TestGeneratePDFReport","Unit Tests","",""
"","2","test_cache_miss_and_set","FinMate Backend","2026-08-03","passed","2026-08-03","TestRedisCacheDecorator","Unit Tests","",""
"","3","Successfully retrieve PROCESSED report status","FinMate Backend","2026-08-03","passed","2026-08-03","TestGetReportStatus","Integration Tests","",""
"","2","Successfully create category with MCC code","FinMate Backend","2026-08-03","passed","2026-08-03","TestCreateCategory","Unit Tests","",""
"Test deleting a non-existent user","1","Fail to delete non-existent user profile","FinMate Backend","2026-08-03","passed","2026-08-03","TestDeleteUser","Unit Tests","",""
"","2","Demo user cannot delete account","FinMate Backend","2026-08-03","passed","2026-08-03","TestDemoAccountPermissions","Integration Tests","",""
"Test validation schema with empty fields","1","Fail to update if payload contains empty/None fields","FinMate Backend","2026-08-03","passed","2026-08-03","TestProfileUpdate","Unit Tests","",""
"","2","Mark PENDING report as FAILED if generation timeout exceeded","FinMate Backend","2026-08-03","passed","2026-08-03","TestGetReportStatus","Unit Tests","",""
